Finished,Duration,RecordedDate,MTurk,Generation,Politics,WritTask1,WritTask2,CSES1,CSES2,CSES3,CSES4,CSES5,CSES6,CSES7,CSES8,SC1,SC2,SC4,SC3,SC5,SC7,SC8,SC10,SC11,NEP1,NEP11,NEP2,NEP4,NEP8,NEP10,NEP12,NEP3,NEP5,NEP9,NEP15,MWB1,MWB2,MWB4,MWB6,charity_DVNF,charity_ACLU,charity_WWF,charity_BGCA,charity_AFA,CCpercent,recall1,recall2,recall3,recall4,recall5,recall6,intent1,intent2,intent3,intent4,intent5,intent6,environmentalism,Age,Gender,Race,Education,SexualOrientation,Politics,Serious,Feedback,Identity,SC_order,NEP_order,MWB_order
TRUE,782,2/26/22 13:07,A28RJ2HNQTJ0XQ,Millennial,,I guess it impacts my decisions with technology. I am more open to trying new things and methods as well.,"As a Millennial, I am quick to leave a relationship. I know there are plenty of other fish in the sea.",Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Disagree,0,0,0,100,0,72,Never,Occassionally,Always,Most of the time,Never,Never,Most of the time,Never,Always,Never,Never,Never,"I am all for environmentalism and treating the earth better. However, there are certain things in life i am not willing to give up for that. Driving is one of those things.",32,Male,Black/African-American,Some college (no degree),Heterosexual,7,Yes,,a Millennial,2,3,1
TRUE,1018,2/26/22 14:01,ADKYBMRKXK815,,Conservative,I believe in conservative values and principles so naturally that means in my personal life I work hard and make my own money instead of asking for handouts. I use logic when making decisions instead of emotions and typical liberal angst.,"Most of my meaningful relationships are with fellow conservatives. I cannot see eye to eye on important issues with democrats so I choose not to associate with them, because they usually always want to fight about something stupid.",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,40,20,20,10,10,20,Occassionally,Never,Occassionally,Never,Never,Occassionally,Occassionally,Never,Occassionally,Occassionally,Occassionally,Occassionally,I think a lot of people greatly exaggerate climate change but caring about the environment is not a bad thing at all. There is a healthy amount of caring and an almost obsessive version which is common with democrats.,32,Female,White,Associate's Degree,Heterosexual,9,Yes,no,a conservative,1,3,2
TRUE,383,2/26/22 15:13,A1BAX5MV5JFP80 ,Millennial,,I'm a millennial based on my age but I feel like I really can't relate to true millennials. My decisions are solely based on my upbringing and not when I was born.,I'm a millennial based on my age but I feel like I really can't relate to true millennials. I don't get along with alot of them due to there sense of entitlement and beliefs.,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,20,20,20,20,20,85,No answer,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,I believe that it is required. Some people take it to the extreme though.,36,Male,White,Some college (no degree),Heterosexual,7,Yes,No,a Millennial,1,2,3
TRUE,734,2/26/22 16:57,AGB9ZQ5IZP401,,Conservative,"I believe it makes me more prone to keep to standard values. Additionally, I support anything that directly supports the USA rather than other other countries.","I tend to be closer with people who share similar political views as me. With the way people are nowadays with political differences, it's hard to be close to them.",Strongly disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Agree,Agree,Somewhat disagree,60,0,10,10,20,30,Occassionally,Never,Occassionally,Never,Never,Never,Most of the time,Never,Occassionally,Never,Never,Occassionally,"I do not know the most about it, but I feel it is exaggerated. I do believe we can invent more environmentally friendly products, but it will take time to make quality ones.",25,Male,White,Some college (no degree),Heterosexual,8,Yes,,a conservative,1,3,2
TRUE,699,2/26/22 17:53,AMKEGABQMZYIK,,Conservative,"I am very financially conservative, more so than socially conservative. I am not frivolous in my spending, and I save more than I spend. When it comes to social issues, I am generally ok with however someone wants to live, as long as they don't impose on my freedom to do the same.","I'm not sure that it impacts my relationships that much. Obviously, I married a man who has the same values and beliefs as me. I don't push my beliefs to others, nor do I vocalize my opinions in a way that  is hateful or judgmental.",Strongly disagree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,24,10,20,20,26,76,Most of the time,Never,Always,Most of the time,Most of the time,Occassionally,Always,Occassionally,Always,Most of the time,Most of the time,Occassionally,I think it is the responsible and respectable thing to do. We should protect the environment and our resources so that future generations have a clean and healthy world to live in. We should not be so selfish that we only think of ourselves and not the planet.,38,Female,White,"Professional Degree (e.g., J.D., M.D.)",Heterosexual,7,Yes,no,a conservative,1,2,3
TRUE,518,2/26/22 19:32,A1339I3ALOFXT1,,Conservative,"As a conservative, I have a more traditional values view on life. While I don't believe that being a conservative is a fundamental identity, it does inform my perspectives and decisions. ","Because being a conservative is not essential to my identity as a person, I don't view anyone else through the dichotomy of conservative/liberal. I'll be friends with anyone, regardless of their personal beliefs on that scale. ",Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,20,0,20,40,20,6,Occassionally,Never,Most of the time,Always,Most of the time,Most of the time,Never,Never,Most of the time,Most of the time,Occassionally,Always,"I think that the dangers of climate change have been greatly exaggerated. However, I also believe that we should do our best to steward well the natural resources and beauty of our planet. ",28,Male,White,Master's Degree,Heterosexual,9,Yes,,a conservative,3,2,1
TRUE,975,2/27/22 7:36,A3W3643Y74RLZR,Millennial,,"Being a Millennial gives me the opportunity to truly appreciate the opportunities that are available now that were not available 20 years ago. For example, I've always loved writing but never thought it could be a career growing up. Now I can self publish my books on amazon and make a living from it. ",It's much easier to stay in touch with people with social media. But at the same time there isn't as much in person closeness that generations before us had. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,24,5,25,28,18,90,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Always,Always,Always,Always,Always,Always,I think environmentalism should be important to more people because each person can make a difference in helping the environment. ,37,Female,White,Associate's Degree,Heterosexual,7,Yes,no,a Millennial,3,2,1
TRUE,543,2/27/22 7:50,A17YHLSRIOLN3R,Millennial,,"I really don't think about being a milennial when it comes to decision making.  I know that my generation has seen a huge boom in technology, but my background and economic upraising stil makes me not a huge technology fan.","Well I guess because of technology that has happend in my lifetime, my relationships with other people has turned more into a screen time relationship than face to face.  I see a lot of people, but never really talk to any of them.",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,38,0,20,31,11,70,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,I do believe that taking care of the environment is important.  I know that there are a lot of changes going on in nature right now and humans are largely responsible for it.  I am glad there are people out there who are truly concerned about these changes and how it affects our lives.  I just hope that some of these ways we are trying to save on energy aren't going to be more detrimental in the long run.,38,Male,White,Bachelor's Degree,Heterosexual,7,Yes,No,a Millennial,1,2,3
TRUE,531,2/27/22 8:10,A85VH89JLUUTP,,Conservative,"I believe myself to be personally responsible. No one from the government is going to come and help me. I work hard not to use programs, assistance or anything of that matter. I fix whatever I can, work with my hands, and try to be as resourceful as possible.","I tend to not get a long with people who do drugs, or don't work. I also don't get along with people who are extremely liberal. I am non-judgmental but I find most of the judgement comes from left-leaning people who view me as bad.",Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,25,25,25,0,25,60,Most of the time,Never,Always,Occassionally,Occassionally,Occassionally,Occassionally,Never,Always,Occassionally,Occassionally,Occassionally,I am mixed. I do agree in making sure we take care of the environment but sometimes we have weird priorities. Solar panels aren't really worth it on an individual level. This needs to be more of a power company thing.,29,Male,White,Bachelor's Degree,Heterosexual,6,Yes,,a conservative,2,3,1
TRUE,742,2/27/22 8:40,A32IZUNIXCESIV,,Conservative,Being a conservative only impacts my voting decisions.  My political views don't really impact my daily decisions outside politics.  I try to maintain an open mind in my day to day life.,Being a conservative doesn't impact my relationships.  I maintain relationships with people of all different types of views.  I try to keep my political views to myself as they are personal decisions.,Strongly disagree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,50,5,30,5,10,20,Occassionally,Never,Always,Never,Occassionally,Most of the time,Most of the time,Never,Always,Occassionally,Occassionally,Most of the time,I believe that protecting the environment is important. I believe that over fishing and polluting our oceans is the largest problem we have. The killing of our oceans will kill more people than me driving my car a few miles a day.,38,Female,White,Bachelor's Degree,Heterosexual,7,Yes,,a conservative,2,3,1
TRUE,477,2/27/22 9:53,A2FTL6QSZRREQG,Millennial,,Being a millennial impacts decisions I make because I have more access to information and the ability to think differently than generations before. I also have different experiences than generations after because I don't base my life completely on technology.,I have relationships that are based on talking in person and doing things together in person rather than all digital like later generations. I also have more social media relationships than generations before me.,Disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,28,0,40,0,32,71,Occassionally,Occassionally,Most of the time,Never,Occassionally,Most of the time,Occassionally,Occassionally,Most of the time,Occassionally,Occassionally,Most of the time,I feel that taking care of the environment is important and that humans do too much to destroy it whether on purpose or not. I feel that the environment cannot completely regenerate itself and once we have destroyed it we will all be gone.,36,Female,White,"Professional Degree (e.g., J.D., M.D.)",Heterosexual,6,Yes,,a Millennial,2,3,1
TRUE,374,2/27/22 11:00,AD108EIGGR7TD,,Conservative,It is really important to me.  It frames my world view. ,It forms how I approach relationships for instance my wife and I have a more traditional gender roles in our marriage. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,50,0,0,0,50,10,Occassionally,Occassionally,Always,Always,Always,Never,Occassionally,Never,Always,Always,Always,Occassionally,I think it is honestly a waste of time and a way to control power.  I would consider my self a conservationist but not an environmentalist.  ,31,Male,White,"Professional Degree (e.g., J.D., M.D.)",Heterosexual,10,Yes,,a conservative,1,2,3
TRUE,501,2/27/22 11:58,A2DLYBXZNSSJ4S,,Conservative,Being Conservative or making decisions by it does make an only difference for me is in political policy ,Some of them won't agree on my point of view od discussion of being conservative but some agree who supports the Conservatism ,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,20,20,20,10,30,85,Always,No answer,Most of the time,Always,No answer,Always,Always,No answer,Always,Most of the time,Always,No answer,We need to start protecting it otherwise there will be no future for next genarations,27,Male,White,Master's Degree,Heterosexual,8,Yes,none,a conservative,3,1,2
TRUE,760,2/27/22 13:52,A1F3GAZYUKZJUJ,,Conservative,I make decisions based on my morals. My morals are more in line with being conservative. ,I tend to hang out with people who have the same morals as me. I tend to hang out with people who are more conservative like me. ,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,100,0,0,0,0,30,Occassionally,Occassionally,Always,Most of the time,Occassionally,Occassionally,Occassionally,Occassionally,Always,Most of the time,Occassionally,Occassionally,I do what I can to recycle and reuse items. ,30,Female,White,Bachelor's Degree,Heterosexual,9,Yes,,a conservative,3,1,2
TRUE,516,2/27/22 18:03,A37GLSRKYLXRT3,,Conservative,Being a conservative impacts my decisions because I believe in the rights of people and not big government. I tend to shop small and not believe everything the media says but verify it independently.,Being a conservative doesn’t impact the types of relationships I have with other people. I have friends of all genders/pronouns as well as political and ideological beliefs. If I don’t like a person there is a reason but it’s not because of politics. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,31,0,29,20,20,65,Always,Never,Always,Most of the time,Occassionally,Occassionally,Always,Never,Always,Occassionally,Occassionally,Occassionally,"I believe that people should be more environmentally friendly. People themselves can’t make as much of a difference as government and large companies. Also, third world countries are heavy polluters and environmentally friendly policies should be geared towards them first.",37,Female,White,Bachelor's Degree,Heterosexual,8,Yes,,a conservative,2,3,1
TRUE,481,2/27/22 20:48,AHF0YHDCLG1J3,Millennial,,Being a Millennial impacts the decisions I make because this generation is so frowned upon. I feel like I am constantly having to show how I am not like other selfish and inconsiderate Millennials. I don't think I am a majority of the Millennials that are still trying to figure their lives out in their late 20s/early 30s.,"Being a Millennial impacts the types of relationships I have with other people because again, most people have a dis-taste of Millennials. They feel like they don't work with the group and only want to focus on themselves. I have to remind people that even though I am a Millennial, I care about myself, but I also want to help others succeed too.",Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,20,0,40,40,0,45,Most of the time,Always,Most of the time,Occassionally,Never,Occassionally,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,I'm not a big person into environmentalism. I never cared for the topic in schooling and to this day my feelings on the environment are relaxed. I care more about technology rather than the environment.,29,Male,White,Bachelor's Degree,Heterosexual,6,Yes,Thanks,a Millennial,2,3,1
TRUE,709,2/27/22 21:24,A2KMWQTAZ0YLLH,,Conservative,"Being a conservative impacts the decisions I make because I don't like to make decisions that would contradict what I believe such as supporting social issues such as same sex marriage, abortion, etc.","Being conservative impacts my relationships with others because I get along better with people who share similar beliefs to mine. While I'm open to any relationship no matter your beliefs, it can be hard to agree on certain issues which can make it difficult to get along with someone who doesn't think the same way as I do.",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,20,20,20,20,20,95,Occassionally,Occassionally,Most of the time,Most of the time,Occassionally,Occassionally,Most of the time,Occassionally,Most of the time,Most of the time,Most of the time,Most of the time,I'm passionate about environmentalism because it is so important and affects EVERYONE. What is so important is that WE are the ones that have the ability to change it for the better so we should!,22,Female,White,Associate's Degree,Heterosexual,8,Yes,N/A,a conservative,3,2,1
TRUE,384,2/27/22 21:41,A14LOTWLUGVN2O,"Generation Z (""Gen-Z"")",,Being a Gen-Zer makes me adept with social media and technology that allows me to have easy access to many types of information. Getting news or videos from sources such as through Instagram or different news apps make me more aware of things going on.,Being a Gen-Zer may put me at odds with others because of the age difference. There are different awarenesses of things going on in the world.,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,30,0,50,0,20,80,Most of the time,Most of the time,Most of the time,Most of the time,Occassionally,Occassionally,Always,Always,Always,Always,Occassionally,Occassionally,Environmentalism is important to me. The environment is part of our home and humans are abusing it and that will come back to bite us.,25,Female,Asian/Asian-American,Bachelor's Degree,Heterosexual,4,Yes,,a Gen-Zer,3,2,1
TRUE,260,2/27/22 22:14,A8TFJL9OWEJM0,Millennial,,I don't really understand why being a Millennial would impact any decisions I make.  The decisions I make are the same decisions my parents make.,"I didn't take many people.  Everyone I dated I met online.  I have few friends, but they are all close friends.",Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,25,0,0,50,25,9,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I honestly don't really ever think about it.  I don't liter.,29,Female,White,Bachelor's Degree,Heterosexual,6,Yes,,a Millennial,1,2,3
TRUE,419,2/28/22 6:33,A2NOA2YRKVTIBQ,,Conservative,"It doesn't have a huge impact on the decisions I make. However, it does impact the financial decisions I make. I make decisions that will allow me to have the most money earned from myself.",I do not engage in political talk with highly liberal people. I maintain civilized conversations with everyone. ,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,20,20,20,20,20,40,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Occassionally,Most of the time,Most of the time,Most of the time,Most of the time,"I think it is important to protect our environment. I do NOT think our environment should be altered. However, humans are a large part of Earth, so I think we have to be able to live reasonably and efficiently as well.",30,Female,White,Associate's Degree,Heterosexual,6,Yes,No,a conservative,2,1,3
TRUE,215,2/28/22 7:35,A1017G4KYHYL48,,Conservative,I value life and individual freedoms more than I value a powerful government. ,I chose to only associate with people who share my view points ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,50,0,0,0,50,1,Occassionally,Never,Occassionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,I feel like it is a waste of federal funding. ,32,Male,White,Master's Degree,Heterosexual,10,Yes,,a conservative,2,3,1
TRUE,570,2/28/22 9:09,A16ZCJBITGQ9UO,"Generation Z (""Gen-Z"")",,"I find myself often wanting to be different than everyone else, to stand out more. I also find myself not caring as much about things than many older people do.",Many people often assume I'm a basic moody teenager who doesn't like anyone. People also assume that I'm not a good kid and that I do bad things.,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Disagree,40,0,20,0,40,50,Never,Never,Occassionally,Never,Never,Never,Never,Never,Occassionally,Never,Never,Never,"I feel that not much will change unless everyone pitches in, there are always going to be people who litter, no matter what. Trying to keep picking up after people is a lot of work and can be exhausting knowing that it will never really stay clean.",18,Female,White,Some college (no degree),Heterosexual,8,Yes,,a Gen-Zer,3,2,1
TRUE,896,2/28/22 9:24,A3SLVNLXRO3Q0O,,Conservative,I wouldn't necessarily say I am conservative but I lean in that direction. When it comes to the way business is handled I am more conservative. I don't think taxes should be higher to support those who don't work or barely do to get assistance from the government.,I wouldn't say it impacts my relationships too much. When it does affect my relationship is when it comes to people that are extremists on one side or the other. Why I hate politics so much is because of people that are extreme to one or the other. I just feel these people are not open minded in any sense and only want to listen what appeases them.,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,15,4,46,20,15,94,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,"I honestly think if things don't change soon things will get worse sooner than we imagine. You just have to look at all the more frequent natural disasters across the globe. I do think the two biggest things to curb this would be moving to all electric cars, even though I think the people getting rich off oil will do whatever possible to stop this. Secondly less consumption of red meat. I love red meat but have cut back to once every week or two. Unfortunately its going to take an effort from a large majority of every one on the planet to make a real difference.",34,Male,White,Associate's Degree,Heterosexual,6,Yes,,a conservative,2,3,1
TRUE,750,2/28/22 9:40,AQAS9EPDFDJJF,Millennial,,"I don't really think the title of being a ""Millennial"" is something I focus on. I am just trying to create a better life for my family than what I had previously even though I had a great childhood I just want to improve and adapt to the current times so I base my decisions off that.","I feel like Millennials used to or maybe still get ""looked down"" on but I think the majority of my relationships are people who also fall in the Millennial category. I think In this era the ""left vs the right"" politically is more of a relationship affecting issue.",Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,50,0,50,0,0,96,Never,Never,Never,Occassionally,Occassionally,Never,Occassionally,Never,Never,Occassionally,Most of the time,Occassionally,"I do feel it is important but at the time I didn't think of doing these things for ""the environment"" I thought of doing them to save myself money. I should work harder on supporting the environment but would like news ways to do so.",27,Female,White,High school completion,Heterosexual,9,Yes,no,a Millennial,2,3,1
